"","Review_ID","Item_ID","Base_item_ID","Review_date","Reviewer_ID","Real_name","Verified_purchase","Rating","Title","Content","Total_votes_week1","Total_votes_week2","Total_votes_week3","Total_votes_week4","Total_votes_week5","Total_votes_week6","Total_votes_week7","Total_votes_week8","Total_votes_week9","Total_votes_week10","Total_votes_week11","Total_votes_week12","Total_votes_week13","Total_votes_week14","Total_votes_week15","Total_votes_week16","Total_votes_week17","Total_votes_week18","Total_votes_week19","Total_votes_week20","Total_votes_week21","Total_votes_week22","Total_votes_week23","Total_votes_week24","Helpful_votes_week1","Helpful_votes_week2","Helpful_votes_week3","Helpful_votes_week4","Helpful_votes_week5","Helpful_votes_week6","Helpful_votes_week7","Helpful_votes_week8","Helpful_votes_week9","Helpful_votes_week10","Helpful_votes_week11","Helpful_votes_week12","Helpful_votes_week13","Helpful_votes_week14","Helpful_votes_week15","Helpful_votes_week16","Helpful_votes_week17","Helpful_votes_week18","Helpful_votes_week19","Helpful_votes_week20","Helpful_votes_week21","Helpful_votes_week22","Helpful_votes_week23","Helpful_votes_week24"
"11","R101ZH3VV5NXSA","B0051VVOB2","","1/12/2012","A2Z3AJS85UQWIP",FALSE,TRUE,1,"Three times a charm??????","I am a little skeptical about this product and am hoping this is the only issue I have.....I am now waiting for the new Fire that was shipped because the one I purchased and used 3 times would not power up!!!!!!! Hoping when I receive the new one and they ask me to review I can say I was happy......as of now happy? Not to much!",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"12","R1021MNZZIWLB4","B005HV3IMY","","2/26/2012","A1Y5EHCE5MDHMC",TRUE,TRUE,4,"Large, lightweight, powerful, perfect for business","I've had my tablet for about two months. It is exactly what I needed and I am glad I didn't wait on a Windows 8 product. I was pleased with the extra nips for the pen digitizer, folio, and the Bluetooth keyboard. The folio would have been much better if it had included a pocket. Because of the missing pocket, I plan to upgrade my folio by making my own (Yea for Pinterest!) as other folio options for this particular device are sorely lacking. The handwriting recognition using the pen digitizer is fantastic. The display is clean and crisp and larger than most though it smudges terribly. I am looking at adding a screen protector, but haven't done so yet. Inputting complex passwords in using the pen is difficult, but a quick click over to the onscreen keyboard helps. I am able to log into my Windows Server based network and work remotely. I was able to load Microsoft Office Enterprise and use all the related components without difficulty. Windows 7 flicks allow me to cut, paste, copy, etc with ease. The rotation works, but is a bit sluggish with compared to Apple products. The pinch is limited to supported software, and again it works fine for my use, but isn't as slick and responsive as the Apple products. How I use my device: I am in the medico-legal field. I use my tablet in physician exam rooms while meeting with patients to take notes. This is typically in portrait mode with the digitizer pen. I also do research on the web, write report (pull out the keyboard for this), and do tons of reading. I use Word, Excel, and Powerpoint daily. I have to interact with my server downloading and uploading documents regularly. I use the device on airplanes, in cars, and in hotel rooms. My only complaint is battery life. I came from an Asus Eee netbook with 10.5 hours of battery life while the slate eeks out about 3.5 hours. This battery life coupled with the sluggish rotation and pinch ability is the reason I gave the device 4 stars rather than 5. I have previously tried an Apple iPad and the ASUS Transformer. Comparison of this device with other tablets on the market is like comparing apples and oranges. This is a real, fully capable, software running computer. It is a not an overblown phone you can load with tons of apps for entertainment. Evan as slick as the Transformer was, it was not conducive to what I needed for work. If you are looking for games, surfing the web, and general entertainment, go for the less expensive tablets run on Android or get yourself an iPad. If you are looking for a tablet that you can really work on and be productive, the Asus Slate is the way to go.",NA,NA,NA,NA,0,0,0,1,2,7,7,8,10,10,10,10,11,11,12,13,13,14,15,15,NA,NA,NA,NA,0,0,0,1,2,7,7,8,10,10,10,10,11,11,12,13,13,14,15,15
"13","R1027VWX798RTT","B0051VVOB2","","4/9/2012","A13JKS7WTVU418",FALSE,TRUE,1,"Unlucky!","Well I gifted it to a friend in Europe..but unfortunately..On day 2 there were lines on the screen which gradually increased which were across the screen multiple (10) about 3mm width which were annoying.. Also the functionality is also limited to outside US. Hence returning the piece to amazon for a fresh one who cost so much that it was better to buy a new one again, in terms of postal charges from EU to US!... Anyway not a good product I received and have to keep it in a Museum unfortunately....Planning to buy a different Android 7 inch tablet and gifting him again..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14","R102GN9MHC1NBP","B0051VVOB2","","1/17/2012","A25DGS5D4B9STH",FALSE,TRUE,3,"Disappointed!","A 3-star. Good to have as a toy, my wife prefers the KT to the Fire for reading books. For a guy who is not much into the detail, I can get over the nitty gritties, but for my wife who spends her life on the iPhone, the interface of the Fire is far from usable. I guess once you have used the Apple interface, its going to take a while to get over the shortcomings of this product. However, I that believe future versions will live upto the task, so I am going to wait a little longer. I returned my current Fire.",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15","R102HET18ITP3W","B0051VVOB2","","12/25/2011","A1C9PR170SK9HY",FALSE,FALSE,5,"best investment ever","I had pre-ordered my Kindle so that I would get it when it first came out !! I have not been disappointed at all ... I have all my previous ordered books that I had ordered with my Kindle 3G Keyboard (which I gave to my husband) plus all the new ones that I have since ordered ... I have obtained many apps and games (I love ANGRY BIRDS and have all 3 which I play constantly) and also have downloaded some MP3s to it ... and still have loads of room ... I do wish it was 3G .. but, overall, I am very very happy with it ... It has exceeded my expectations !! And when and if the FIRE goes 3G, I might order it, and pass this one over to my husband .. who knows :)",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16","R102J94MVTCT56","B005Q0WDZE","","4/17/2012","A13PCEZ7NT5XAL",TRUE,TRUE,1,"Bad experience!","When I ordered the tablet the first time, it came with broken seals. I returned and asked for replacement. The replacement came also with broken seals. I am not going to buy electronics from amazon anymore, and will recommend to stay away to my friends.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,10,11,12,12,13,15,15,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,2,2,2,2,2,2,2,2
"17","R102UD9PGX3WXV","B0051VVOB2","","1/6/2012","AGB78KOTW8M5H",FALSE,TRUE,5,"Absolutely fantastic","This product is without doubt the best purchase I have made in years. The interface is very user friendly, and the display is extraordinary. Downloading books from the Kindle Store takes place within seconds, and I can also read any PDF files/ literature on the device as well. Magazines are displayed just as perfectly also. No more waiting a whole week for books/ magazines to be shipped. With one click purchase, it's on my Kindle in seconds!",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18","R102XT6YG7Q0DU","B0051VVOB2","","12/19/2011","A15N5D547HXVXL",TRUE,TRUE,2,"Disappointment ensued","I really wanted to like the Kindle fire. I'm a long time ebook reader, but have always done so either on computers (with the kindle app or as PDFs of technical books), or on my iPad. At $200, I was seriously considering buying 3 of these to keep my 5 year old triplets occupied on long car trips (in-laws are ~4 hours away). 15 minutes after giving the Kindle fire to one of my boys, I get an email ""thanking"" me for my purchase of Scooby Doo, Season 1. I laugh, and start looking for a way to turn off 1 click purchasing. There are *no* parental controls! Further, the device freely mixes the display of content you own with content you can rent or buy - unless you are very careful, the muscle memory from hitting 'play' will just as easily purchase stuff. End result means I cannot hand this to my kids, and even when I use it myself, I need to be careful with the line between content I own and content they are trying to sell me. BTW, have you ever tried to return an electronic purchase to Amazon? Its possible, but generally not worth the time and effort for small $3-5 purchases. And that is the business model of the Kindle Fire. The device is also pretty useless unless you are near a wifi connection. It routinely 'unloads' apps you have purchased, so they have to be redownloaded and installed. This is a few-second hassle when at home near a fast internet connection, becomes painful in coffee shops and hotels, and unusable on a car trip. This is why the device is only $200 though... you need less memory when you can use the nearby internet as a crutch. Most of these things are fixable with a software update... Parental controls and clearly separating content I own vs 'related' content would bring the review up to a 3-4, as long as I can live with the 'always on internet' requirement. Unfortunately, the responsiveness of the user interface, combined with bizarre hardware flaws (didn't anyone think the placement of the power button was stupid?) this generation of device will never be a 5.",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19","R10319L69FQ4OO","B0051VVOB2","","12/13/2011","A2KVMZU6NQXC8E",FALSE,TRUE,5,"Love it!!!","I bought this for my kids but had to check it out first and haven't put it back in the box to wrap it for Christmas. I will probably put it away on Christmas Eve and wrap it then because I use it everynight and play Words with friends and Angry Birds. Great buy!!!",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"20","R1038AG0ZSZC9Y","B0051VVOB2","","11/19/2011","A18U1CT0MDVOV2",FALSE,TRUE,5,"LOVIN IT...I CANNOT LET IT GO!!!","The Kindle Fire is an amazing device. I can do pretty much everything on it from checking emails, super-fast internet, music, movies, games, and of course read my books. It's the right size for portability, fits comfortably in the inside pocket of my jacket, easy to hold and feels like a very well built device. Amazon Prime rocks... from hundreds of movies and books you can view, it's the icing on the cake for the Kindle Fire.",NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"21","R103FCC8F4462X","B0051VVOB2","","2/29/2012","AAE1MG89ILO86",FALSE,FALSE,5,"Excellent Product","I received the Fire for my Valentines/B-day gift. I've had it Fire for two weeks now and it is Perfect. It does everything I want it to do from streaming Netflix to Facebook and email. I considered an iPad but all things considered like price, size, and needs I'm Very Happy I got the Fire. I couldn't be happier. It has exceeded my expectations.",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","R103KYHY368X4Z","B006DI9Y8W","","2/4/2012","A2ZYDO7IFP0OSY",FALSE,TRUE,5,"A great tablet.","I gave this to my son as a Christmas gift and he loves it. It's fast, the battery lasts longer than expected and it is light. It is kid proof as well.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","R103PHB0K7WGSV","B0051VVOB2","","12/30/2011","A1XLVR04QVRF7C",FALSE,TRUE,4,"KINDLE FIRE","Kindle Fire, Full Color 7"" Multi-touch Display, Wi-Fi I AM WELL PLEASED WITH MY KINDLE FIRE PURCHASE. I GOT IT MAINLY FOR READING AND WAS WARY BEFORE I GOT IT, BECAUSE I WASN'T SURE I WOULD ENJOY READING IN THIS FORMAT. I HAVE BEEN PLEASANTLY SURPRISED. ONCE ONE GETS USED TO THE TOUCH SCREEN; SUCH FEATURES AS BOOKMARKING, HIGHLIGHTING, AND ADDING NOTES BECOME INTUITIVE AND ARE VERY USEFUL FEATURES. MAGNIFYING IMAGES REQUIRES ONLY A LIGHT DOUBLE TAP. THE SELECTION OF READING MATERIAL IS IMMENSE AND MUCH MORE REASONABLY PRICED THAN PRINT VERSIONS. THE REASONS I DIDN'T GIVE IT 5 STARS: 1) I READ MOSTLY NON-FICTION, AND THE INDEXES AREN'T INCLUDED BECAUSE THE KINDLE PAGES DON'T MATCH THE PRINT PAGES. ONE MUST CREATE ONE'S OWN INDEXES BY HIGHLIGHTING AND NOTES. 2) I READ A GREAT DEAL OF HISTORY AND LIKE TO CHECK LOCATIONS ON MAPS. GOOGLE MAPS ISN'T AVAILABLE; AND THE MAPQUEST APP, AND AMAZON'S SELECTION OF ATLASES ARE INADEQUATE. ON THE WHOLE, FOR AN AVID READER, THE KINDLE FIRE IS IS AN IDEAL TOOL",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","R103Z7JKPR0X5W","B004XZL980","","2/23/2012","A3A7ML2D3JU67S",TRUE,FALSE,4,"Two month review","After having had this tablet for the last two months, I wanted to post my thoughts of it. I think this a great tablet and despite what other reviews have to say about it, its better to me than some of it's big named, higher priced competitors. The pros and cons are: Pros: Weight-Too many people complain about it being on the heavy end as far as tablets go but I like the weight. I don't feel like its going to break if I hold it or accidentally drop it. Ports-It comes with HDMI, USB and micro usb right out of the box...no adapters required. I've even hooked up a 500 GB hard drive and watched videos from it, as well as a USB based mouse which worked. Sound-Its pretty loud when playing games but this is also a con (see below) Camera-While it's not a high end camera, it takes good pictures and records quality video. It has a 2mp rear camera that also doubles as a video chat camera, and a 5mp front facing camera with flash. Cutomization-I like the fact that it is easily customizable to however you decide to set it up much like cell phones now with multiple screens. Battery life-On a single charge you can get a decent amount of use out of it. If you charge it, and put it to sleep and come back later , or even the next day, you can expect to still have atleast 90% of your charge left. Price-Compared to more expensive tablets, you get more in functionality without having to spend more money on adapters. Cons: Power cord-This is absolutely ridiculous how short this cord is. If you need to use it while its charging, be prepared to sit right next to the outlet. Screen freeze-I've occassionally had an issue with the screen freezing but I notice that it only happens when I haven't turned it off or left it in sleep mode with restarting for a couple of days. When I resart it, it works fine. Sound- As I stated before, the sound when playing games is outstanding. Whenever you watch movies, or videos, or play back any video you may have recorded, the sound drops off quite a bit. Also the sound for recorded video sometimes sounds garbled even when in a small room and near the tablet. Resolution-The screen resolution washes almost completely out when outside. Overall, I think its a great tablet and I'd easily recommend it to anyone looking for a netbook, or even notebook replacement.",NA,NA,NA,NA,2,2,3,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,NA,NA,NA,NA,2,2,3,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7
